"REF_DATE","GEO","DGUID","Characteristics of potable water use","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Ontario","2016A000235","Residential sector","Cubic metres","72","millions","6","v91504443","7.2","771.4","A","","","1"
"2017","Ontario","2016A000235","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504444","7.3","499.1","A","","","1"
"2017","Ontario","2016A000235","Losses from the distribution system","Cubic metres","72","millions","6","v91504445","7.4","220.4","A","","","1"
"2017","Ontario","2016A000235","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504446","7.5","83.6","A","","","1"
"2017","Ontario","2016A000235","Sector of use unknown","Cubic metres","72","millions","6","v91504447","7.6","1.2","A","","","1"
"2017","Ontario","2016A000235","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504448","7.7","355","A","","","0"
"2017","Ontario","2016A000235","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504449","7.8","184","A","","","0"
"2017","Ontario","2016A000235","Responding population served for the average daily residential use","Persons","249","units ","0","v91504450","7.9","11476676","A","","","0"
"2017","Manitoba","2016A000246","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504451","8.1","113.4","A","","","1"
"2017","Manitoba","2016A000246","Residential sector","Cubic metres","72","millions","6","v91504452","8.2","64.8","A","","","1"
"2017","Manitoba","2016A000246","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504453","8.3","30.1","A","","","1"
"2017","Manitoba","2016A000246","Losses from the distribution system","Cubic metres","72","millions","6","v91504454","8.4","10.0","A","","","1"
"2017","Manitoba","2016A000246","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504455","8.5","4.2","A","","","1"
"2017","Manitoba","2016A000246","Sector of use unknown","Cubic metres","72","millions","6","v91504456","8.6","4.2","A","","","1"
"2017","Manitoba","2016A000246","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504457","8.7","292","A","","","0"
"2017","Manitoba","2016A000246","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504458","8.8","176","A","","","0"
"2017","Manitoba","2016A000246","Responding population served for the average daily residential use","Persons","249","units ","0","v91504459","8.9","1011042","A","","","0"
"2017","Saskatchewan","2016A000247","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504460","9.1","120.3","A","","","1"
"2017","Saskatchewan","2016A000247","Residential sector","Cubic metres","72","millions","6","v91504461","9.2","63.7","A","","","1"
"2017","Saskatchewan","2016A000247","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504462","9.3","31.4","A","","","1"
"2017","Saskatchewan","2016A000247","Losses from the distribution system","Cubic metres","72","millions","6","v91504463","9.4","22.5","A","","","1"
"2017","Saskatchewan","2016A000247","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504464","9.5","1.9","A","","","1"
"2017","Saskatchewan","2016A000247","Sector of use unknown","Cubic metres","72","millions","6","v91504465","9.6","0.8","A","","","1"
"2017","Saskatchewan","2016A000247","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504466","9.7","391","A","","","0"
"2017","Saskatchewan","2016A000247","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504467","9.8","209","A","","","0"
"2017","Saskatchewan","2016A000247","Responding population served for the average daily residential use","Persons","249","units ","0","v91504468","9.9","833487","A","","","0"
"2017","Alberta","2016A000248","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504469","10.1","472.1","A","","","1"
"2017","Alberta","2016A000248","Residential sector","Cubic metres","72","millions","6","v91504470","10.2","250.1","A","","","1"
"2017","Alberta","2016A000248","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504471","10.3","137.1","A","","","1"
"2017","Alberta","2016A000248","Losses from the distribution system","Cubic metres","72","millions","6","v91504472","10.4","71.4","A","","","1"
"2017","Alberta","2016A000248","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504473","10.5","13.4","A","","","1"
"2017","Alberta","2016A000248","Sector of use unknown","Cubic metres","72","millions","6","v91504474","10.6","0.1","A","","","1"
"2017","Alberta","2016A000248","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504475","10.7","356","A","","","0"
"2017","Alberta","2016A000248","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504476","10.8","192","A","","","0"
"2017","Alberta","2016A000248","Responding population served for the average daily residential use","Persons","249","units ","0","v91504477","10.9","3574856","A","","","0"
"2017","British Columbia","2016A000259","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504478","11.1","818.5","A","","","1"
"2017","British Columbia","2016A000259","Residential sector","Cubic metres","72","millions","6","v91504479","11.2","474.0","A","","","1"
"2017","British Columbia","2016A000259","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504480","11.3","249.5","A","","","1"
"2017","British Columbia","2016A000259","Losses from the distribution system","Cubic metres","72","millions","6","v91504481","11.4","88.9","A","","","1"
"2017","British Columbia","2016A000259","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504482","11.5","5.5","A","","","1"
"2017","British Columbia","2016A000259","Sector of use unknown","Cubic metres","72","millions","6","v91504483","11.6","0.6","A","","","1"
"2017","British Columbia","2016A000259","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504484","11.7","503","A","","","0"
"2017","British Columbia","2016A000259","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504485","11.8","291","A","","","0"
"2017","British Columbia","2016A000259","Responding population served for the average daily residential use","Persons","249","units ","0","v91504486","11.9","4460452","A","","","0"
"2017","Yukon","2016A000260","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504487","12.1","6.4","A","","","1"
"2017","Yukon","2016A000260","Residential sector","Cubic metres","72","millions","6","v91504488","12.2","4.3","A","","","1"
"2017","Yukon","2016A000260","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504489","12.3","1.6","A","","","1"
"2017","Yukon","2016A000260","Losses from the distribution system","Cubic metres","72","millions","6","v91504490","12.4","0.5","A","","","1"
"2017","Yukon","2016A000260","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504491","12.5","0.0","E","","","1"
"2017","Yukon","2016A000260","Sector of use unknown","Cubic metres","72","millions","6","v91504492","12.6","0.0","B","","","1"
"2017","Yukon","2016A000260","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504493","12.7","568","A","","","0"
"2017","Yukon","2016A000260","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504494","12.8","383","A","","","0"
"2017","Yukon","2016A000260","Responding population served for the average daily residential use","Persons","249","units ","0","v91504495","12.9","30829","A","","","0"
"2017","Northwest Territories","2016A000261","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504496","13.1","6.1","B","","","1"
"2017","Northwest Territories","2016A000261","Residential sector","Cubic metres","72","millions","6","v91504497","13.2","4.2","A","","","1"
"2017","Northwest Territories","2016A000261","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504498","13.3","1.6","B","","","1"
"2017","Northwest Territories","2016A000261","Losses from the distribution system","Cubic metres","72","millions","6","v91504499","13.4","0.1","A","","","1"
"2017","Northwest Territories","2016A000261","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504500","13.5","0.0","A","","","1"
"2017","Northwest Territories","2016A000261","Sector of use unknown","Cubic metres","72","millions","6","v91504501","13.6","0.1","A","","","1"
"2017","Northwest Territories","2016A000261","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504502","13.7","406","B","","","0"
"2017","Northwest Territories","2016A000261","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504503","13.8","286","B","","","0"
"2017","Northwest Territories","2016A000261","Responding population served for the average daily residential use","Persons","249","units ","0","v91504504","13.9","40140","B","","","0"
"2017","Nunavut","2016A000262","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504505","14.1","3.4","A","","","1"
"2017","Nunavut","2016A000262","Residential sector","Cubic metres","72","millions","6","v91504506","14.2","1.9","B","","","1"
"2017","Nunavut","2016A000262","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504507","14.3","0.9","A","","","1"
"2017","Nunavut","2016A000262","Losses from the distribution system","Cubic metres","72","millions","6","v91504508","14.4","0.6","A","","","1"
"2017","Nunavut","2016A000262","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504509","14.5","0.0","A","","","1"
"2017","Nunavut","2016A000262","Sector of use unknown","Cubic metres","72","millions","6","v91504510","14.6","0.0","E","","","1"
"2017","Nunavut","2016A000262","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504511","14.7","270","B","","","0"
"2017","Nunavut","2016A000262","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504512","14.8","153","B","","","0"
"2017","Nunavut","2016A000262","Responding population served for the average daily residential use","Persons","249","units ","0","v91504513","14.9","34646","B","","","0"
"2019","Canada","2016A000011124","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504388","1.1","4866.1","A","","","1"
"2019","Canada","2016A000011124","Residential sector","Cubic metres","72","millions","6","v91504389","1.2","2469.1","A","","","1"
"2019","Canada","2016A000011124","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504390","1.3","1349.7","A","","","1"
"2019","Canada","2016A000011124","Losses from the distribution system","Cubic metres","72","millions","6","v91504391","1.4","862.2","A","","","1"
"2019","Canada","2016A000011124","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504392","1.5","171.2","A","","","1"
"2019","Canada","2016A000011124","Sector of use unknown","Cubic metres","72","millions","6","v91504393","1.6","13.9","C","","","1"
"2019","Canada","2016A000011124","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504394","1.7","411","A","","","0"
"2019","Canada","2016A000011124","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504395","1.8","215","A","","","0"
"2019","Canada","2016A000011124","Responding population served for the average daily residential use","Persons","249","units","0","v91504396","1.9","31506037","A","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504397","2.1","120.8","B","","","1"
"2019","Newfoundland and Labrador","2016A000210","Residential sector","Cubic metres","72","millions","6","v91504398","2.2","71.3","B","","","1"
"2019","Newfoundland and Labrador","2016A000210","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504399","2.3","23.9","B","","","1"
"2019","Newfoundland and Labrador","2016A000210","Losses from the distribution system","Cubic metres","72","millions","6","v91504400","2.4","18.9","A","","","1"
"2019","Newfoundland and Labrador","2016A000210","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504401","2.5","2.6","B","","","1"
"2019","Newfoundland and Labrador","2016A000210","Sector of use unknown","Cubic metres","72","millions","6","v91504402","2.6","4.0","B","","","1"
"2019","Newfoundland and Labrador","2016A000210","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504403","2.7","748","B","","","0"
"2019","Newfoundland and Labrador","2016A000210","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504404","2.8","448","B","","","0"
"2019","Newfoundland and Labrador","2016A000210","Responding population served for the average daily residential use","Persons","249","units","0","v91504405","2.9","435951","B","","","0"
"2019","Prince Edward Island","2016A000211","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504406","3.1","11.4","B","","","1"
"2019","Prince Edward Island","2016A000211","Residential sector","Cubic metres","72","millions","6","v91504407","3.2","5.4","B","","","1"
"2019","Prince Edward Island","2016A000211","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504408","3.3","4.8","B","","","1"
"2019","Prince Edward Island","2016A000211","Losses from the distribution system","Cubic metres","72","millions","6","v91504409","3.4","1.1","A","","","1"
"2019","Prince Edward Island","2016A000211","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504410","3.5","0.1","A","","","1"
"2019","Prince Edward Island","2016A000211","Sector of use unknown","Cubic metres","72","millions","6","v91504411","3.6","0.0","B","","","1"
"2019","Prince Edward Island","2016A000211","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504412","3.7","381","B","","","0"
"2019","Prince Edward Island","2016A000211","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504413","3.8","181","C","","","0"
"2019","Prince Edward Island","2016A000211","Responding population served for the average daily residential use","Persons","249","units","0","v91504414","3.9","82191","B","","","0"
"2019","Nova Scotia","2016A000212","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504415","4.1","84.6","A","","","1"
"2019","Nova Scotia","2016A000212","Residential sector","Cubic metres","72","millions","6","v91504416","4.2","37.0","A","","","1"
"2019","Nova Scotia","2016A000212","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504417","4.3","22.8","A","","","1"
"2019","Nova Scotia","2016A000212","Losses from the distribution system","Cubic metres","72","millions","6","v91504418","4.4","23.0","A","","","1"
"2019","Nova Scotia","2016A000212","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504419","4.5","0.9","A","","","1"
"2019","Nova Scotia","2016A000212","Sector of use unknown","Cubic metres","72","millions","6","v91504420","4.6","0.9","A","","","1"
"2019","Nova Scotia","2016A000212","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504421","4.7","387","A","","","0"
"2019","Nova Scotia","2016A000212","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504422","4.8","170","A","","","0"
"2019","Nova Scotia","2016A000212","Responding population served for the average daily residential use","Persons","249","units","0","v91504423","4.9","594855","A","","","0"
"2019","New Brunswick","2016A000213","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504424","5.1","74.1","B","","","1"
"2019","New Brunswick","2016A000213","Residential sector","Cubic metres","72","millions","6","v91504425","5.2","39.8","B","","","1"
"2019","New Brunswick","2016A000213","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504426","5.3","22.4","B","","","1"
"2019","New Brunswick","2016A000213","Losses from the distribution system","Cubic metres","72","millions","6","v91504427","5.4","9.5","B","","","1"
"2019","New Brunswick","2016A000213","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504428","5.5","0.8","C","","","1"
"2019","New Brunswick","2016A000213","Sector of use unknown","Cubic metres","72","millions","6","v91504429","5.6","1.6","E","","","1"
"2019","New Brunswick","2016A000213","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504430","5.7","483","B","","","0"
"2019","New Brunswick","2016A000213","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504431","5.8","264","B","","","0"
"2019","New Brunswick","2016A000213","Responding population served for the average daily residential use","Persons","249","units","0","v91504432","5.9","412647","A","","","0"
"2019","Quebec","2016A000224","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504433","6.1","1477.3","A","","","1"
"2019","Quebec","2016A000224","Residential sector","Cubic metres","72","millions","6","v91504434","6.2","732.2","A","","","1"
"2019","Quebec","2016A000224","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504435","6.3","366.2","A","","","1"
"2019","Quebec","2016A000224","Losses from the distribution system","Cubic metres","72","millions","6","v91504436","6.4","357.6","A","","","1"
"2019","Quebec","2016A000224","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504437","6.5","19.8","C","","","1"
"2019","Quebec","2016A000224","Sector of use unknown","Cubic metres","72","millions","6","v91504438","6.6","1.6","E","","","1"
"2019","Quebec","2016A000224","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504439","6.7","527","A","","","0"
"2019","Quebec","2016A000224","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504440","6.8","262","B","","","0"
"2019","Quebec","2016A000224","Responding population served for the average daily residential use","Persons","249","units","0","v91504441","6.9","7651514","A","","","0"
"2019","Ontario","2016A000235","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504442","7.1","1603.0","A","","","1"
"2019","Ontario","2016A000235","Residential sector","Cubic metres","72","millions","6","v91504443","7.2","754.8","A","","","1"
"2019","Ontario","2016A000235","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504444","7.3","504.1","A","","","1"
"2019","Ontario","2016A000235","Losses from the distribution system","Cubic metres","72","millions","6","v91504445","7.4","238.3","A","","","1"
"2019","Ontario","2016A000235","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504446","7.5","104.6","A","","","1"
"2019","Ontario","2016A000235","Sector of use unknown","Cubic metres","72","millions","6","v91504447","7.6","1.2","E","","","1"
"2019","Ontario","2016A000235","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504448","7.7","343","A","","","0"
"2019","Ontario","2016A000235","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504449","7.8","172","A","","","0"
"2019","Ontario","2016A000235","Responding population served for the average daily residential use","Persons","249","units","0","v91504450","7.9","11993599","A","","","0"
"2019","Manitoba","2016A000246","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504451","8.1","116.7","A","","","1"
"2019","Manitoba","2016A000246","Residential sector","Cubic metres","72","millions","6","v91504452","8.2","64.6","A","","","1"
"2019","Manitoba","2016A000246","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504453","8.3","30.5","A","","","1"
"2019","Manitoba","2016A000246","Losses from the distribution system","Cubic metres","72","millions","6","v91504454","8.4","19.3","A","","","1"
"2019","Manitoba","2016A000246","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504455","8.5","0.2","A","","","1"
"2019","Manitoba","2016A000246","Sector of use unknown","Cubic metres","72","millions","6","v91504456","8.6","2.2","A","","","1"
"2019","Manitoba","2016A000246","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504457","8.7","282","A","","","0"
"2019","Manitoba","2016A000246","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504458","8.8","158","A","","","0"
"2019","Manitoba","2016A000246","Responding population served for the average daily residential use","Persons","249","units","0","v91504459","8.9","1117129","A","","","0"
"2019","Saskatchewan","2016A000247","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504460","9.1","115.0","A","","","1"
"2019","Saskatchewan","2016A000247","Residential sector","Cubic metres","72","millions","6","v91504461","9.2","60.6","A","","","1"
"2019","Saskatchewan","2016A000247","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504462","9.3","29.7","A","","","1"
"2019","Saskatchewan","2016A000247","Losses from the distribution system","Cubic metres","72","millions","6","v91504463","9.4","22.9","A","","","1"
"2019","Saskatchewan","2016A000247","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504464","9.5","1.7","A","","","1"
"2019","Saskatchewan","2016A000247","Sector of use unknown","Cubic metres","72","millions","6","v91504465","9.6","0.1","E","","","1"
"2019","Saskatchewan","2016A000247","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504466","9.7","359","A","","","0"
"2019","Saskatchewan","2016A000247","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504467","9.8","191","A","","","0"
"2019","Saskatchewan","2016A000247","Responding population served for the average daily residential use","Persons","249","units","0","v91504468","9.9","870667","A","","","0"
"2019","Alberta","2016A000248","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504469","10.1","458.9","A","","","1"
"2019","Alberta","2016A000248","Residential sector","Cubic metres","72","millions","6","v91504470","10.2","235.8","A","","","1"
"2019","Alberta","2016A000248","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504471","10.3","129.5","A","","","1"
"2019","Alberta","2016A000248","Losses from the distribution system","Cubic metres","72","millions","6","v91504472","10.4","77.4","A","","","1"
"2019","Alberta","2016A000248","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504473","10.5","14.8","A","","","1"
"2019","Alberta","2016A000248","Sector of use unknown","Cubic metres","72","millions","6","v91504474","10.6","1.4","A","","","1"
"2019","Alberta","2016A000248","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504475","10.7","337","A","","","0"
"2019","Alberta","2016A000248","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504476","10.8","176","A","","","0"
"2019","Alberta","2016A000248","Responding population served for the average daily residential use","Persons","249","units","0","v91504477","10.9","3662847","A","","","0"
"2019","British Columbia","2016A000259","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504478","11.1","788.9","A","","","1"
"2019","British Columbia","2016A000259","Residential sector","Cubic metres","72","millions","6","v91504479","11.2","457.7","A","","","1"
"2019","British Columbia","2016A000259","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504480","11.3","212.3","A","","","1"
"2019","British Columbia","2016A000259","Losses from the distribution system","Cubic metres","72","millions","6","v91504481","11.4","92.6","A","","","1"
"2019","British Columbia","2016A000259","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504482","11.5","25.7","A","","","1"
"2019","British Columbia","2016A000259","Sector of use unknown","Cubic metres","72","millions","6","v91504483","11.6","0.7","A","","","1"
"2019","British Columbia","2016A000259","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504484","11.7","472","A","","","0"
"2019","British Columbia","2016A000259","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504485","11.8","274","A","","","0"
"2019","British Columbia","2016A000259","Responding population served for the average daily residential use","Persons","249","units","0","v91504486","11.9","4578073","A","","","0"
"2019","Yukon","2016A000260","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504487","12.1","6.4","A","","","1"
"2019","Yukon","2016A000260","Residential sector","Cubic metres","72","millions","6","v91504488","12.2","4.4","A","","","1"
"2019","Yukon","2016A000260","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504489","12.3","1.4","B","","","1"
"2019","Yukon","2016A000260","Losses from the distribution system","Cubic metres","72","millions","6","v91504490","12.4","0.6","A","","","1"
"2019","Yukon","2016A000260","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504491","12.5","0.0","A","","","1"
"2019","Yukon","2016A000260","Sector of use unknown","Cubic metres","72","millions","6","v91504492","12.6","0.0","B","","","1"
"2019","Yukon","2016A000260","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504493","12.7","558","A","","","0"
"2019","Yukon","2016A000260","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504494","12.8","385","A","","","0"
"2019","Yukon","2016A000260","Responding population served for the average daily residential use","Persons","249","units","0","v91504495","12.9","31350","A","","","0"
"2019","Northwest Territories","2016A000261","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504496","13.1","5.5","B","","","1"
"2019","Northwest Territories","2016A000261","Residential sector","Cubic metres","72","millions","6","v91504497","13.2","3.6","B","","","1"
"2019","Northwest Territories","2016A000261","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504498","13.3","1.2","C","","","1"
"2019","Northwest Territories","2016A000261","Losses from the distribution system","Cubic metres","72","millions","6","v91504499","13.4","0.5","B","","","1"
"2019","Northwest Territories","2016A000261","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504500","13.5","0.0","E","","","1"
"2019","Northwest Territories","2016A000261","Sector of use unknown","Cubic metres","72","millions","6","v91504501","13.6","0.3","E","","","1"
"2019","Northwest Territories","2016A000261","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504502","13.7","375","C","","","0"
"2019","Northwest Territories","2016A000261","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504503","13.8","247","C","","","0"
"2019","Northwest Territories","2016A000261","Responding population served for the average daily residential use","Persons","249","units","0","v91504504","13.9","39654","C","","","0"
"2019","Nunavut","2016A000262","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504505","14.1","3.3","B","","","1"
"2019","Nunavut","2016A000262","Residential sector","Cubic metres","72","millions","6","v91504506","14.2","1.8","B","","","1"
"2019","Nunavut","2016A000262","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504507","14.3","1.0","B","","","1"
"2019","Nunavut","2016A000262","Losses from the distribution system","Cubic metres","72","millions","6","v91504508","14.4","0.5","B","","","1"
"2019","Nunavut","2016A000262","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504509","14.5","0.0","E","","","1"
"2019","Nunavut","2016A000262","Sector of use unknown","Cubic metres","72","millions","6","v91504510","14.6","0.0","E","","","1"
"2019","Nunavut","2016A000262","Average daily total use per capita of the population served","Litres per person per day","318","units","0","v91504511","14.7","254","B","","","0"
"2019","Nunavut","2016A000262","Average daily residential use per capita of the population served","Litres per person per day","318","units","0","v91504512","14.8","136","B","","","0"
"2019","Nunavut","2016A000262","Responding population served for the average daily residential use","Persons","249","units","0","v91504513","14.9","35560","B","","","0"
