"REF_DATE","GEO","DGUID","Characteristics of potable water use","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","British Columbia","2016A000259","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504478","11.1","786.3","A","","","1"
"2013","British Columbia","2016A000259","Residential sector","Cubic metres","72","millions","6","v91504479","11.2","397.2","A","","","1"
"2013","British Columbia","2016A000259","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504480","11.3","195.5","A","","","1"
"2013","British Columbia","2016A000259","Losses from the distribution system","Cubic metres","72","millions","6","v91504481","11.4","70.7","A","","","1"
"2013","British Columbia","2016A000259","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504482","11.5","11.3","A","","","1"
"2013","British Columbia","2016A000259","Sector of use unknown","Cubic metres","72","millions","6","v91504483","11.6","111.5","A","","","1"
"2013","British Columbia","2016A000259","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504484","11.7","520","A","","","0"
"2013","British Columbia","2016A000259","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504485","11.8","299","A","","","0"
"2013","British Columbia","2016A000259","Responding population served for the average daily residential use","Persons","249","units ","0","v91504486","11.9","3636560","A","","","0"
"2013","Yukon","2016A000260","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504487","12.1","8.1","A","","","1"
"2013","Yukon","2016A000260","Residential sector","Cubic metres","72","millions","6","v91504488","12.2","4.6","A","","","1"
"2013","Yukon","2016A000260","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504489","12.3","1.9","A","","","1"
"2013","Yukon","2016A000260","Losses from the distribution system","Cubic metres","72","millions","6","v91504490","12.4","0.4","A","","","1"
"2013","Yukon","2016A000260","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504491","12.5","0.0","A","","","1"
"2013","Yukon","2016A000260","Sector of use unknown","Cubic metres","72","millions","6","v91504492","12.6","1.1","A","","","1"
"2013","Yukon","2016A000260","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504493","12.7","725","A","","","0"
"2013","Yukon","2016A000260","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504494","12.8","459","A","","","0"
"2013","Yukon","2016A000260","Responding population served for the average daily residential use","Persons","249","units ","0","v91504495","12.9","27554","A","","","0"
"2013","Northwest Territories","2016A000261","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504496","13.1","5.5","B","","","1"
"2013","Northwest Territories","2016A000261","Residential sector","Cubic metres","72","millions","6","v91504497","13.2","1.3","C","","","1"
"2013","Northwest Territories","2016A000261","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504498","13.3","0.3","E","","","1"
"2013","Northwest Territories","2016A000261","Losses from the distribution system","Cubic metres","72","millions","6","v91504499","13.4","","F","","","1"
"2013","Northwest Territories","2016A000261","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504500","13.5","","F","","","1"
"2013","Northwest Territories","2016A000261","Sector of use unknown","Cubic metres","72","millions","6","v91504501","13.6","3.9","C","","","1"
"2013","Northwest Territories","2016A000261","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504502","13.7","361","A","","","0"
"2013","Northwest Territories","2016A000261","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504503","13.8","241","B","","","0"
"2013","Northwest Territories","2016A000261","Responding population served for the average daily residential use","Persons","249","units ","0","v91504504","13.9","15284","B","","","0"
"2013","Nunavut","2016A000262","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504505","14.1","2.6","A","","","1"
"2013","Nunavut","2016A000262","Residential sector","Cubic metres","72","millions","6","v91504506","14.2","1.8","B","","","1"
"2013","Nunavut","2016A000262","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504507","14.3","0.4","B","","","1"
"2013","Nunavut","2016A000262","Losses from the distribution system","Cubic metres","72","millions","6","v91504508","14.4","0.1","A","","","1"
"2013","Nunavut","2016A000262","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504509","14.5","0.0","","","","1"
"2013","Nunavut","2016A000262","Sector of use unknown","Cubic metres","72","millions","6","v91504510","14.6","0.2","E","","","1"
"2013","Nunavut","2016A000262","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504511","14.7","185","A","","","0"
"2013","Nunavut","2016A000262","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504512","14.8","159","B","","","0"
"2013","Nunavut","2016A000262","Responding population served for the average daily residential use","Persons","249","units ","0","v91504513","14.9","30914","C","","","0"
"2015","Canada","2016A000011124","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504388","1.1","5020.8","A","","","1"
"2015","Canada","2016A000011124","Residential sector","Cubic metres","72","millions","6","v91504389","1.2","2497.7","A","","","1"
"2015","Canada","2016A000011124","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504390","1.3","1447.5","A","","","1"
"2015","Canada","2016A000011124","Losses from the distribution system","Cubic metres","72","millions","6","v91504391","1.4","754.1","A","","","1"
"2015","Canada","2016A000011124","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504392","1.5","167.8","A","","","1"
"2015","Canada","2016A000011124","Sector of use unknown","Cubic metres","72","millions","6","v91504393","1.6","153.7","B","","","1"
"2015","Canada","2016A000011124","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504394","1.7","446","A","","","0"
"2015","Canada","2016A000011124","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504395","1.8","234","A","","","0"
"2015","Canada","2016A000011124","Responding population served for the average daily residential use","Persons","249","units ","0","v91504396","1.9","29266822","A","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504397","2.1","128.1","A","","","1"
"2015","Newfoundland and Labrador","2016A000210","Residential sector","Cubic metres","72","millions","6","v91504398","2.2","64.7","A","","","1"
"2015","Newfoundland and Labrador","2016A000210","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504399","2.3","23.1","B","","","1"
"2015","Newfoundland and Labrador","2016A000210","Losses from the distribution system","Cubic metres","72","millions","6","v91504400","2.4","8.3","A","","","1"
"2015","Newfoundland and Labrador","2016A000210","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504401","2.5","27.9","A","","","1"
"2015","Newfoundland and Labrador","2016A000210","Sector of use unknown","Cubic metres","72","millions","6","v91504402","2.6","","F","","","1"
"2015","Newfoundland and Labrador","2016A000210","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504403","2.7","818","A","","","0"
"2015","Newfoundland and Labrador","2016A000210","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504404","2.8","585","A","","","0"
"2015","Newfoundland and Labrador","2016A000210","Responding population served for the average daily residential use","Persons","249","units ","0","v91504405","2.9","303237","A","","","0"
"2015","Prince Edward Island","2016A000211","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504406","3.1","11.3","A","","","1"
"2015","Prince Edward Island","2016A000211","Residential sector","Cubic metres","72","millions","6","v91504407","3.2","6.4","A","","","1"
"2015","Prince Edward Island","2016A000211","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504408","3.3","4.0","A","","","1"
"2015","Prince Edward Island","2016A000211","Losses from the distribution system","Cubic metres","72","millions","6","v91504409","3.4","1.0","A","","","1"
"2015","Prince Edward Island","2016A000211","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504410","3.5","0.0","","","","1"
"2015","Prince Edward Island","2016A000211","Sector of use unknown","Cubic metres","72","millions","6","v91504411","3.6","0.0","A","","","1"
"2015","Prince Edward Island","2016A000211","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504412","3.7","451","A","","","0"
"2015","Prince Edward Island","2016A000211","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504413","3.8","253","A","","","0"
"2015","Prince Edward Island","2016A000211","Responding population served for the average daily residential use","Persons","249","units ","0","v91504414","3.9","68876","A","","","0"
"2015","Nova Scotia","2016A000212","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504415","4.1","90.6","A","","","1"
"2015","Nova Scotia","2016A000212","Residential sector","Cubic metres","72","millions","6","v91504416","4.2","47.0","A","","","1"
"2015","Nova Scotia","2016A000212","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504417","4.3","23.1","A","","","1"
"2015","Nova Scotia","2016A000212","Losses from the distribution system","Cubic metres","72","millions","6","v91504418","4.4","18.5","A","","","1"
"2015","Nova Scotia","2016A000212","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504419","4.5","2.1","C","","","1"
"2015","Nova Scotia","2016A000212","Sector of use unknown","Cubic metres","72","millions","6","v91504420","4.6","0.0","A","","","1"
"2015","Nova Scotia","2016A000212","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504421","4.7","426","A","","","0"
"2015","Nova Scotia","2016A000212","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504422","4.8","221","A","","","0"
"2015","Nova Scotia","2016A000212","Responding population served for the average daily residential use","Persons","249","units ","0","v91504423","4.9","583051","A","","","0"
"2015","New Brunswick","2016A000213","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504424","5.1","100.1","A","","","1"
"2015","New Brunswick","2016A000213","Residential sector","Cubic metres","72","millions","6","v91504425","5.2","42.5","A","","","1"
"2015","New Brunswick","2016A000213","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504426","5.3","40.4","A","","","1"
"2015","New Brunswick","2016A000213","Losses from the distribution system","Cubic metres","72","millions","6","v91504427","5.4","13.9","A","","","1"
"2015","New Brunswick","2016A000213","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504428","5.5","1.1","A","","","1"
"2015","New Brunswick","2016A000213","Sector of use unknown","Cubic metres","72","millions","6","v91504429","5.6","2.2","A","","","1"
"2015","New Brunswick","2016A000213","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504430","5.7","705","A","","","0"
"2015","New Brunswick","2016A000213","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504431","5.8","309","A","","","0"
"2015","New Brunswick","2016A000213","Responding population served for the average daily residential use","Persons","249","units ","0","v91504432","5.9","376822","A","","","0"
"2015","Quebec","2016A000224","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504433","6.1","1551.0","A","","","1"
"2015","Quebec","2016A000224","Residential sector","Cubic metres","72","millions","6","v91504434","6.2","657.7","A","","","1"
"2015","Quebec","2016A000224","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504435","6.3","445.0","A","","","1"
"2015","Quebec","2016A000224","Losses from the distribution system","Cubic metres","72","millions","6","v91504436","6.4","334.4","A","","","1"
"2015","Quebec","2016A000224","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504437","6.5","43.2","C","","","1"
"2015","Quebec","2016A000224","Sector of use unknown","Cubic metres","72","millions","6","v91504438","6.6","70.7","B","","","1"
"2015","Quebec","2016A000224","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504439","6.7","565","A","","","0"
"2015","Quebec","2016A000224","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504440","6.8","260","A","","","0"
"2015","Quebec","2016A000224","Responding population served for the average daily residential use","Persons","249","units ","0","v91504441","6.9","6941869","A","","","0"
"2015","Ontario","2016A000235","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504442","7.1","1623.4","A","","","1"
"2015","Ontario","2016A000235","Residential sector","Cubic metres","72","millions","6","v91504443","7.2","846.5","A","","","1"
"2015","Ontario","2016A000235","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504444","7.3","482.7","A","","","1"
"2015","Ontario","2016A000235","Losses from the distribution system","Cubic metres","72","millions","6","v91504445","7.4","219.6","A","","","1"
"2015","Ontario","2016A000235","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504446","7.5","47.3","A","","","1"
"2015","Ontario","2016A000235","Sector of use unknown","Cubic metres","72","millions","6","v91504447","7.6","27.3","A","","","1"
"2015","Ontario","2016A000235","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504448","7.7","370","A","","","0"
"2015","Ontario","2016A000235","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504449","7.8","201","A","","","0"
"2015","Ontario","2016A000235","Responding population served for the average daily residential use","Persons","249","units ","0","v91504450","7.9","11560260","A","","","0"
"2015","Manitoba","2016A000246","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504451","8.1","109.3","A","","","1"
"2015","Manitoba","2016A000246","Residential sector","Cubic metres","72","millions","6","v91504452","8.2","58.6","A","","","1"
"2015","Manitoba","2016A000246","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504453","8.3","27.0","A","","","1"
"2015","Manitoba","2016A000246","Losses from the distribution system","Cubic metres","72","millions","6","v91504454","8.4","13.9","A","","","1"
"2015","Manitoba","2016A000246","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504455","8.5","3.7","A","","","1"
"2015","Manitoba","2016A000246","Sector of use unknown","Cubic metres","72","millions","6","v91504456","8.6","6.0","A","","","1"
"2015","Manitoba","2016A000246","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504457","8.7","300","A","","","0"
"2015","Manitoba","2016A000246","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504458","8.8","174","A","","","0"
"2015","Manitoba","2016A000246","Responding population served for the average daily residential use","Persons","249","units ","0","v91504459","8.9","920428","A","","","0"
"2015","Saskatchewan","2016A000247","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504460","9.1","121.5","A","","","1"
"2015","Saskatchewan","2016A000247","Residential sector","Cubic metres","72","millions","6","v91504461","9.2","59.7","A","","","1"
"2015","Saskatchewan","2016A000247","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504462","9.3","35.8","A","","","1"
"2015","Saskatchewan","2016A000247","Losses from the distribution system","Cubic metres","72","millions","6","v91504463","9.4","19.5","A","","","1"
"2015","Saskatchewan","2016A000247","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504464","9.5","5.9","A","","","1"
"2015","Saskatchewan","2016A000247","Sector of use unknown","Cubic metres","72","millions","6","v91504465","9.6","0.6","D","","","1"
"2015","Saskatchewan","2016A000247","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504466","9.7","404","A","","","0"
"2015","Saskatchewan","2016A000247","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504467","9.8","203","A","","","0"
"2015","Saskatchewan","2016A000247","Responding population served for the average daily residential use","Persons","249","units ","0","v91504468","9.9","806716","A","","","0"
"2015","Alberta","2016A000248","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504469","10.1","474.2","A","","","1"
"2015","Alberta","2016A000248","Residential sector","Cubic metres","72","millions","6","v91504470","10.2","255.4","A","","","1"
"2015","Alberta","2016A000248","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504471","10.3","137.5","A","","","1"
"2015","Alberta","2016A000248","Losses from the distribution system","Cubic metres","72","millions","6","v91504472","10.4","50.2","A","","","1"
"2015","Alberta","2016A000248","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504473","10.5","31.0","A","","","1"
"2015","Alberta","2016A000248","Sector of use unknown","Cubic metres","72","millions","6","v91504474","10.6","0.0","A","","","1"
"2015","Alberta","2016A000248","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504475","10.7","364","A","","","0"
"2015","Alberta","2016A000248","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504476","10.8","199","A","","","0"
"2015","Alberta","2016A000248","Responding population served for the average daily residential use","Persons","249","units ","0","v91504477","10.9","3520781","A","","","0"
"2015","British Columbia","2016A000259","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504478","11.1","796.1","A","","","1"
"2015","British Columbia","2016A000259","Residential sector","Cubic metres","72","millions","6","v91504479","11.2","450.3","A","","","1"
"2015","British Columbia","2016A000259","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504480","11.3","226.6","A","","","1"
"2015","British Columbia","2016A000259","Losses from the distribution system","Cubic metres","72","millions","6","v91504481","11.4","74.3","A","","","1"
"2015","British Columbia","2016A000259","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504482","11.5","5.4","D","","","1"
"2015","British Columbia","2016A000259","Sector of use unknown","Cubic metres","72","millions","6","v91504483","11.6","39.6","C","","","1"
"2015","British Columbia","2016A000259","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504484","11.7","508","A","","","0"
"2015","British Columbia","2016A000259","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504485","11.8","301","A","","","0"
"2015","British Columbia","2016A000259","Responding population served for the average daily residential use","Persons","249","units ","0","v91504486","11.9","4096563","A","","","0"
"2015","Yukon","2016A000260","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504487","12.1","7.1","A","","","1"
"2015","Yukon","2016A000260","Residential sector","Cubic metres","72","millions","6","v91504488","12.2","5.4","A","","","1"
"2015","Yukon","2016A000260","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504489","12.3","1.2","A","","","1"
"2015","Yukon","2016A000260","Losses from the distribution system","Cubic metres","72","millions","6","v91504490","12.4","0.3","A","","","1"
"2015","Yukon","2016A000260","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504491","12.5","0.2","A","","","1"
"2015","Yukon","2016A000260","Sector of use unknown","Cubic metres","72","millions","6","v91504492","12.6","0.0","","","","1"
"2015","Yukon","2016A000260","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504493","12.7","624","A","","","0"
"2015","Yukon","2016A000260","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504494","12.8","475","A","","","0"
"2015","Yukon","2016A000260","Responding population served for the average daily residential use","Persons","249","units ","0","v91504495","12.9","31296","A","","","0"
"2015","Northwest Territories","2016A000261","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504496","13.1","5.4","C","","","1"
"2015","Northwest Territories","2016A000261","Residential sector","Cubic metres","72","millions","6","v91504497","13.2","1.5","E","","","1"
"2015","Northwest Territories","2016A000261","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504498","13.3","0.4","E","","","1"
"2015","Northwest Territories","2016A000261","Losses from the distribution system","Cubic metres","72","millions","6","v91504499","13.4","0.2","E","","","1"
"2015","Northwest Territories","2016A000261","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504500","13.5","","F","","","1"
"2015","Northwest Territories","2016A000261","Sector of use unknown","Cubic metres","72","millions","6","v91504501","13.6","3.2","A","","","1"
"2015","Northwest Territories","2016A000261","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504502","13.7","346","A","","","0"
"2015","Northwest Territories","2016A000261","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504503","13.8","207","C","","","0"
"2015","Northwest Territories","2016A000261","Responding population served for the average daily residential use","Persons","249","units ","0","v91504504","13.9","20499","D","","","0"
"2015","Nunavut","2016A000262","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504505","14.1","2.7","B","","","1"
"2015","Nunavut","2016A000262","Residential sector","Cubic metres","72","millions","6","v91504506","14.2","1.9","A","","","1"
"2015","Nunavut","2016A000262","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504507","14.3","0.5","C","","","1"
"2015","Nunavut","2016A000262","Losses from the distribution system","Cubic metres","72","millions","6","v91504508","14.4","0.3","B","","","1"
"2015","Nunavut","2016A000262","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504509","14.5","0.0","A","","","1"
"2015","Nunavut","2016A000262","Sector of use unknown","Cubic metres","72","millions","6","v91504510","14.6","0.0","","","","1"
"2015","Nunavut","2016A000262","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504511","14.7","198","A","","","0"
"2015","Nunavut","2016A000262","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504512","14.8","140","B","","","0"
"2015","Nunavut","2016A000262","Responding population served for the average daily residential use","Persons","249","units ","0","v91504513","14.9","36425","B","","","0"
"2017","Canada","2016A000011124","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504388","1.1","4888.4","A","","","1"
"2017","Canada","2016A000011124","Residential sector","Cubic metres","72","millions","6","v91504389","1.2","2444.8","A","","","1"
"2017","Canada","2016A000011124","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504390","1.3","1460.4","A","","","1"
"2017","Canada","2016A000011124","Losses from the distribution system","Cubic metres","72","millions","6","v91504391","1.4","817.8","A","","","1"
"2017","Canada","2016A000011124","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504392","1.5","151.3","A","","","1"
"2017","Canada","2016A000011124","Sector of use unknown","Cubic metres","72","millions","6","v91504393","1.6","14.1","C","","","1"
"2017","Canada","2016A000011124","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504394","1.7","427","A","","","0"
"2017","Canada","2016A000011124","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504395","1.8","220","A","","","0"
"2017","Canada","2016A000011124","Responding population served for the average daily residential use","Persons","249","units ","0","v91504396","1.9","30388571","A","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504397","2.1","127.4","B","","","1"
"2017","Newfoundland and Labrador","2016A000210","Residential sector","Cubic metres","72","millions","6","v91504398","2.2","75.8","B","","","1"
"2017","Newfoundland and Labrador","2016A000210","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504399","2.3","29.9","B","","","1"
"2017","Newfoundland and Labrador","2016A000210","Losses from the distribution system","Cubic metres","72","millions","6","v91504400","2.4","19.5","B","","","1"
"2017","Newfoundland and Labrador","2016A000210","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504401","2.5","1.1","E","","","1"
"2017","Newfoundland and Labrador","2016A000210","Sector of use unknown","Cubic metres","72","millions","6","v91504402","2.6","1.2","A","","","1"
"2017","Newfoundland and Labrador","2016A000210","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504403","2.7","792","B","","","0"
"2017","Newfoundland and Labrador","2016A000210","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504404","2.8","474","B","","","0"
"2017","Newfoundland and Labrador","2016A000210","Responding population served for the average daily residential use","Persons","249","units ","0","v91504405","2.9","437945","B","","","0"
"2017","Prince Edward Island","2016A000211","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504406","3.1","11.3","A","","","1"
"2017","Prince Edward Island","2016A000211","Residential sector","Cubic metres","72","millions","6","v91504407","3.2","5.6","A","","","1"
"2017","Prince Edward Island","2016A000211","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504408","3.3","4.7","A","","","1"
"2017","Prince Edward Island","2016A000211","Losses from the distribution system","Cubic metres","72","millions","6","v91504409","3.4","1.0","A","","","1"
"2017","Prince Edward Island","2016A000211","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504410","3.5","0.0","B","","","1"
"2017","Prince Edward Island","2016A000211","Sector of use unknown","Cubic metres","72","millions","6","v91504411","3.6","0.0","B","","","1"
"2017","Prince Edward Island","2016A000211","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504412","3.7","441","A","","","0"
"2017","Prince Edward Island","2016A000211","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504413","3.8","218","A","","","0"
"2017","Prince Edward Island","2016A000211","Responding population served for the average daily residential use","Persons","249","units ","0","v91504414","3.9","70079","A","","","0"
"2017","Nova Scotia","2016A000212","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504415","4.1","84.0","A","","","1"
"2017","Nova Scotia","2016A000212","Residential sector","Cubic metres","72","millions","6","v91504416","4.2","39.5","A","","","1"
"2017","Nova Scotia","2016A000212","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504417","4.3","20.6","A","","","1"
"2017","Nova Scotia","2016A000212","Losses from the distribution system","Cubic metres","72","millions","6","v91504418","4.4","23.5","A","","","1"
"2017","Nova Scotia","2016A000212","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504419","4.5","0.3","A","","","1"
"2017","Nova Scotia","2016A000212","Sector of use unknown","Cubic metres","72","millions","6","v91504420","4.6","0.0","A","","","1"
"2017","Nova Scotia","2016A000212","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504421","4.7","394","A","","","0"
"2017","Nova Scotia","2016A000212","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504422","4.8","186","A","","","0"
"2017","Nova Scotia","2016A000212","Responding population served for the average daily residential use","Persons","249","units ","0","v91504423","4.9","583519","A","","","0"
"2017","New Brunswick","2016A000213","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504424","5.1","92.5","A","","","1"
"2017","New Brunswick","2016A000213","Residential sector","Cubic metres","72","millions","6","v91504425","5.2","39.2","A","","","1"
"2017","New Brunswick","2016A000213","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504426","5.3","38.2","A","","","1"
"2017","New Brunswick","2016A000213","Losses from the distribution system","Cubic metres","72","millions","6","v91504427","5.4","12.3","A","","","1"
"2017","New Brunswick","2016A000213","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504428","5.5","1.1","A","","","1"
"2017","New Brunswick","2016A000213","Sector of use unknown","Cubic metres","72","millions","6","v91504429","5.6","1.6","E","","","1"
"2017","New Brunswick","2016A000213","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504430","5.7","615","A","","","0"
"2017","New Brunswick","2016A000213","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504431","5.8","265","B","","","0"
"2017","New Brunswick","2016A000213","Responding population served for the average daily residential use","Persons","249","units ","0","v91504432","5.9","405221","A","","","0"
"2017","Quebec","2016A000224","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504433","6.1","1457.5","A","","","1"
"2017","Quebec","2016A000224","Residential sector","Cubic metres","72","millions","6","v91504434","6.2","650.3","B","","","1"
"2017","Quebec","2016A000224","Industrial, commercial, institutional and other non-residential sectors","Cubic metres","72","millions","6","v91504435","6.3","415.7","A","","","1"
"2017","Quebec","2016A000224","Losses from the distribution system","Cubic metres","72","millions","6","v91504436","6.4","347.1","A","","","1"
"2017","Quebec","2016A000224","Wholesale water provided to other jurisdictions","Cubic metres","72","millions","6","v91504437","6.5","40.2","B","","","1"
"2017","Quebec","2016A000224","Sector of use unknown","Cubic metres","72","millions","6","v91504438","6.6","4.2","E","","","1"
"2017","Quebec","2016A000224","Average daily total use per capita of the population served","Litres per person per day","318","units ","0","v91504439","6.7","526","A","","","0"
"2017","Quebec","2016A000224","Average daily residential use per capita of the population served","Litres per person per day","318","units ","0","v91504440","6.8","240","B","","","0"
"2017","Quebec","2016A000224","Responding population served for the average daily residential use","Persons","249","units ","0","v91504441","6.9","7429679","A","","","0"
"2017","Ontario","2016A000235","Total potable water volume, all sectors of use","Cubic metres","72","millions","6","v91504442","7.1","1575.7","A","","","1"
